Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Items - Ingredients', ""Modder's Resource"")",21,68,2,0.00266,0.008613,0.000253,0.011273
"('Environment - Other', 'Creatures - Rideable')",62,5,2,0.007853,0.000633,0.000253,0.008486
"('Replacer', 'Other languages')",255,30,4,0.032299,0.0038,0.000507,0.036099
"('Companions', 'Japanese')",85,21,1,0.010766,0.00266,0.000127,0.013426
"('Nudity', 'Armor - Shields')",64,74,1,0.008106,0.009373,0.000127,0.017479
"('Related to Movies/TV/Other Games', 'Replacer')",64,255,15,0.008106,0.032299,0.0019,0.040405
"('Companions', 'Translation')",85,110,4,0.010766,0.013933,0.000507,0.024699
"('Quests', 'Locations - World Map')",25,34,6,0.003167,0.004307,0.00076,0.007473
"('Related to Movies/TV/Other Games', 'Creatures')",64,46,2,0.008106,0.005826,0.000253,0.013933
"('Cheating', 'Utilities for Players')",50,63,7,0.006333,0.00798,0.000887,0.014313
"('Locations - Caverns', 'Weapons')",13,176,3,0.001647,0.022293,0.00038,0.023939
"('Items - Furniture', 'Hearthfire')",19,12,2,0.002407,0.00152,0.000253,0.003927
"('Companion Friendly', 'Russian')",137,28,10,0.017353,0.003547,0.001267,0.020899
"('Animation - New', 'Tutorials for Modders')",7,12,1,0.000887,0.00152,0.000127,0.002407
"('German', 'Creatures')",57,46,5,0.00722,0.005826,0.000633,0.013046
"('Audio - Sound FX', 'Weapons')",40,176,5,0.005066,0.022293,0.000633,0.027359
"('Performance Optimization', 'Environment - Weather')",33,14,3,0.00418,0.001773,0.00038,0.005953
"('Scripted Events', 'Humor, Joke or Just for Fun')",23,58,1,0.002913,0.007346,0.000127,0.01026
"('New models', 'Locations - Player-Owned')",100,51,4,0.012666,0.00646,0.000507,0.019126
"('Books', 'NPC Vendors')",38,33,6,0.004813,0.00418,0.00076,0.008993
"('Lighting', 'Races - Modified')",38,31,1,0.004813,0.003927,0.000127,0.00874
"('New textures', 'Tutorials for Players')",340,18,2,0.043065,0.00228,0.000253,0.045345
"('Nudity', 'Weapons')",64,176,2,0.008106,0.022293,0.000253,0.030399
"('Leveled Lists', 'Magic - Spells')",21,80,4,0.00266,0.010133,0.000507,0.012793
"('Body models', 'Scripted Events')",31,23,2,0.003927,0.002913,0.000253,0.00684
"('Replacer', 'Lighting')",255,38,2,0.032299,0.004813,0.000253,0.037112
"('Environment - Water', 'Quests')",10,25,1,0.001267,0.003167,0.000127,0.004433
"('French', 'Utilities for Players')",41,63,4,0.005193,0.00798,0.000507,0.013173
"('Hair', 'Nudity')",13,64,2,0.001647,0.008106,0.000253,0.009753
"('Face models', 'Japanese')",37,21,1,0.004687,0.00266,0.000127,0.007346
"('Solstheim', 'Locations - Caverns')",10,13,1,0.001267,0.001647,0.000127,0.002913
"('Faction: College of Winterhold', 'Lore-Friendly')",8,322,3,0.001013,0.040785,0.00038,0.041799
"('Lore-Friendly', 'Not Safe For Work')",322,39,4,0.040785,0.00494,0.000507,0.045725
"('Books', 'Items - Leveled')",38,15,2,0.004813,0.0019,0.000253,0.006713
"('Polish', 'Books')",23,38,1,0.002913,0.004813,0.000127,0.007726
"('Lore-Friendly', 'Tutorials for Players')",322,18,4,0.040785,0.00228,0.000507,0.043065
"('Gameplay Effects/Changes', 'Items - Leveled')",168,15,5,0.021279,0.0019,0.000633,0.023179
"('New Lands', 'Polish')",18,23,2,0.00228,0.002913,0.000253,0.005193
"('Compilation', 'Utilities for Modders')",16,26,2,0.002027,0.003293,0.000253,0.00532
"('English', 'Locations - Dungeons')",459,29,19,0.058138,0.003673,0.002407,0.061811
"('Face models', 'Italian')",37,29,1,0.004687,0.003673,0.000127,0.00836
"('Leveled Lists', 'Locations - World Map')",21,34,3,0.00266,0.004307,0.00038,0.006966
"('Creatures', 'Utilities for Players')",46,63,2,0.005826,0.00798,0.000253,0.013806
"('Birthsigns', 'Polish')",3,23,1,0.00038,0.002913,0.000127,0.003293
"('Faction: Companions', 'English')",4,459,2,0.000507,0.058138,0.000253,0.058645
"('Anime', 'Lore-Friendly')",27,322,1,0.00342,0.040785,0.000127,0.044205
"('Companion Friendly', 'Weapons')",137,176,22,0.017353,0.022293,0.002787,0.039645
"('Replacer', 'Items - Ingredients')",255,21,3,0.032299,0.00266,0.00038,0.034959
"('Audio - Music', 'Creatures')",26,46,3,0.003293,0.005826,0.00038,0.00912
"('Gameplay Effects/Changes', 'NPC Vendors')",168,33,8,0.021279,0.00418,0.001013,0.025459
"('Official', 'Lore-Friendly')",11,322,4,0.001393,0.040785,0.000507,0.042179
"('French', 'Non-Playable Resource')",41,18,3,0.005193,0.00228,0.00038,0.007473
"('Body models', 'Face models')",31,37,12,0.003927,0.004687,0.00152,0.008613
"('Races - Modified', 'Items - Leveled')",31,15,3,0.003927,0.0019,0.00038,0.005826
"('Environment - Sky', 'Creatures')",21,46,1,0.00266,0.005826,0.000127,0.008486
"('Gameplay Effects/Changes', 'Polish')",168,23,7,0.021279,0.002913,0.000887,0.024193
"('For female characters', 'Not Safe For Work')",209,39,13,0.026472,0.00494,0.001647,0.031412
"('Official', 'Fair and balanced')",11,292,5,0.001393,0.036985,0.000633,0.038379
"('Environment - Weather', 'Plants / Foliage')",14,15,1,0.001773,0.0019,0.000127,0.003673
"('Sexy/Skimpy', 'Translation')",103,110,6,0.013046,0.013933,0.00076,0.026979
"('For female characters', 'Creatures')",209,46,1,0.026472,0.005826,0.000127,0.032299
"('Races - Modified', 'Translation')",31,110,2,0.003927,0.013933,0.000253,0.017859
"('Fair and balanced', 'Tutorials for Modders')",292,12,2,0.036985,0.00152,0.000253,0.038505
"('Not Lore-Friendly', 'Items - Furniture')",76,19,1,0.009626,0.002407,0.000127,0.012033
"('Video', 'Locations - Buildings')",11,55,3,0.001393,0.006966,0.00038,0.00836
"('For female characters', 'Creatures - Rideable')",209,5,1,0.026472,0.000633,0.000127,0.027106
"('Related to horses', 'Related to MLP')",16,1,1,0.002027,0.000127,0.000127,0.002153
"('Unbalanced', 'Items - Apparatus')",32,22,1,0.004053,0.002787,0.000127,0.00684
"('Audio - Voices', 'Environment - Other')",22,62,3,0.002787,0.007853,0.00038,0.01064
"('German', 'Locations - World Map')",57,34,5,0.00722,0.004307,0.000633,0.011526
"('Environment - Other', 'NPC Vendors')",62,33,3,0.007853,0.00418,0.00038,0.012033
"('Lore-Friendly', 'Utilities for Modders')",322,26,5,0.040785,0.003293,0.000633,0.044079
"('Unrealistic', 'NPCs')",57,115,6,0.00722,0.014566,0.00076,0.021786
"('Fair and balanced', 'New Lands')",292,18,11,0.036985,0.00228,0.001393,0.039265
"('Lighting', 'Tutorials for Players')",38,18,1,0.004813,0.00228,0.000127,0.007093
"('Companion Friendly', 'Compilation')",137,16,5,0.017353,0.002027,0.000633,0.019379
"('Magic - Enchantments', 'Tutorials for Modders')",39,12,1,0.00494,0.00152,0.000127,0.00646
"('Related to horses', 'Fair and balanced')",16,292,1,0.002027,0.036985,0.000127,0.039012
"('Clothing - Male', 'Dawnguard')",47,33,4,0.005953,0.00418,0.000507,0.010133
"('Locations - Player-Owned', 'Locations - World Map')",51,34,11,0.00646,0.004307,0.001393,0.010766
"('Compilation', 'Locations - Dungeons')",16,29,1,0.002027,0.003673,0.000127,0.0057
"('Environment - Other', 'Humor, Joke or Just for Fun')",62,58,3,0.007853,0.007346,0.00038,0.015199
"('Gameplay Effects/Changes', 'Audio - Music')",168,26,5,0.021279,0.003293,0.000633,0.024573
"('Saved games', 'French')",98,41,1,0.012413,0.005193,0.000127,0.017606
"('Sexy/Skimpy', 'Tutorials for Players')",103,18,1,0.013046,0.00228,0.000127,0.015326
"('Solstheim', 'Magic - Spells')",10,80,2,0.001267,0.010133,0.000253,0.0114
"('New models', 'Races - New')",100,22,6,0.012666,0.002787,0.00076,0.015453
"('Related to Movies/TV/Other Games', 'Tutorials for Modders')",64,12,1,0.008106,0.00152,0.000127,0.009626
"('Clothing', 'Locations - Player-Owned')",85,51,1,0.010766,0.00646,0.000127,0.017226
"('Lighting', 'Unrealistic')",38,57,1,0.004813,0.00722,0.000127,0.012033
"('For male characters', 'Fair and balanced')",180,292,52,0.022799,0.036985,0.006586,0.059785
"('Replacer', 'Polish')",255,23,3,0.032299,0.002913,0.00038,0.035212
"('Leveled Lists', 'Locations - Player-Owned')",21,51,1,0.00266,0.00646,0.000127,0.00912
"('Scripted Events', 'Books')",23,38,4,0.002913,0.004813,0.000507,0.007726
"('Companion Friendly', 'New textures')",137,340,30,0.017353,0.043065,0.0038,0.060418
"('Environment - Sky', 'Scripted Events')",21,23,4,0.00266,0.002913,0.000507,0.005573
"('Animation - Modified', 'German')",17,57,4,0.002153,0.00722,0.000507,0.009373
"('Animation - Modified', 'Anime')",17,27,1,0.002153,0.00342,0.000127,0.005573
"('Audio - Sound FX', 'German')",40,57,3,0.005066,0.00722,0.00038,0.012286
"('Related to Movies/TV/Other Games', 'NPCs')",64,115,6,0.008106,0.014566,0.00076,0.022673
"('Animation - New', 'Items - Leveled')",7,15,1,0.000887,0.0019,0.000127,0.002787
"('Animation - New', 'Items - Ingredients')",7,21,1,0.000887,0.00266,0.000127,0.003547
"('Japanese', ""Modder's Resource"")",21,68,3,0.00266,0.008613,0.00038,0.011273
"('Dawnguard', 'Hearthfire')",33,12,6,0.00418,0.00152,0.00076,0.0057
"('Compilation', 'Cheating')",16,50,1,0.002027,0.006333,0.000127,0.00836
"('Related to Movies/TV/Other Games', 'Magic - Spells')",64,80,7,0.008106,0.010133,0.000887,0.018239
"('Polish', 'Russian')",23,28,18,0.002913,0.003547,0.00228,0.00646
"('Items - Apparatus', ""Modder's Resource"")",22,68,3,0.002787,0.008613,0.00038,0.0114
"('Companions', 'Not Lore-Friendly')",85,76,2,0.010766,0.009626,0.000253,0.020393
"('Cheating', 'Lore-Friendly')",50,322,6,0.006333,0.040785,0.00076,0.047118
"('Birthsigns', 'Lore-Friendly')",3,322,1,0.00038,0.040785,0.000127,0.041165
"('Books', 'Locations - Buildings')",38,55,5,0.004813,0.006966,0.000633,0.01178
"('New textures', 'Clothing')",340,85,32,0.043065,0.010766,0.004053,0.053832
"('Humor, Joke or Just for Fun', 'NPCs')",58,115,10,0.007346,0.014566,0.001267,0.021913
"('Cheating', 'Birthsigns')",50,3,1,0.006333,0.00038,0.000127,0.006713
"('Lore-Friendly', 'Locations - Dungeons')",322,29,16,0.040785,0.003673,0.002027,0.044459
"('Clothing - Female', 'Locations - Caverns')",86,13,1,0.010893,0.001647,0.000127,0.01254
"('Clothing', 'Clothing - Female')",85,86,53,0.010766,0.010893,0.006713,0.021659
"('SKSE (Skyrim Script Extender)', ""Modder's Resource"")",27,68,1,0.00342,0.008613,0.000127,0.012033
"('Related to vampires', 'Not Safe For Work')",23,39,2,0.002913,0.00494,0.000253,0.007853
"('Armor - Shields', 'Creatures - Rideable')",74,5,2,0.009373,0.000633,0.000253,0.010006
"('Environment - Water', 'Lighting')",10,38,4,0.001267,0.004813,0.000507,0.00608
"('Creatures', 'User Interface')",46,39,1,0.005826,0.00494,0.000127,0.010766
"('Chargen', 'New models')",26,100,4,0.003293,0.012666,0.000507,0.015959
"('Quests', 'Lore-Friendly')",25,322,14,0.003167,0.040785,0.001773,0.043952
"('Compilation', 'Items - Furniture')",16,19,2,0.002027,0.002407,0.000253,0.004433
"('New Lands', 'Spanish')",18,45,1,0.00228,0.0057,0.000127,0.00798
"('Environment - Water', 'NPC Vendors')",10,33,1,0.001267,0.00418,0.000127,0.005446
"('Scripted Events', 'SKSE (Skyrim Script Extender)')",23,27,2,0.002913,0.00342,0.000253,0.006333
"('Locations - Player-Owned', 'NPC Vendors')",51,33,9,0.00646,0.00418,0.00114,0.01064
"('Italian', 'Locations - Dungeons')",29,29,1,0.003673,0.003673,0.000127,0.007346
"('Face models', 'NPCs')",37,115,11,0.004687,0.014566,0.001393,0.019253
"('Performance Optimization', 'Replacer')",33,255,7,0.00418,0.032299,0.000887,0.036479
"('Items - Leveled', 'Locations - Player-Owned')",15,51,1,0.0019,0.00646,0.000127,0.00836
"('Other languages', 'Utilities for Modders')",30,26,2,0.0038,0.003293,0.000253,0.007093
"('Performance Optimization', 'Sexy/Skimpy')",33,103,2,0.00418,0.013046,0.000253,0.017226
"('For male characters', 'Audio - Music')",180,26,1,0.022799,0.003293,0.000127,0.026092
"('For male characters', 'Anime')",180,27,6,0.022799,0.00342,0.00076,0.026219
"('Replacer', 'Magic - Potions')",255,14,1,0.032299,0.001773,0.000127,0.034072
"('English', 'Items - Clutter')",459,46,19,0.058138,0.005826,0.002407,0.063965
"('Face models', 'Magic - Spells')",37,80,3,0.004687,0.010133,0.00038,0.01482
"('New Lands', 'NPC Vendors')",18,33,4,0.00228,0.00418,0.000507,0.00646
"('English', 'Creatures')",459,46,26,0.058138,0.005826,0.003293,0.063965
"('Races - Modified', 'Anime')",31,27,1,0.003927,0.00342,0.000127,0.007346
"('Japanese', 'Magic - Spells')",21,80,4,0.00266,0.010133,0.000507,0.012793
"('Races - New', 'Anime')",22,27,2,0.002787,0.00342,0.000253,0.006206
"('New textures', 'Unrealistic')",340,57,16,0.043065,0.00722,0.002027,0.050285
"('Russian', 'Books')",28,38,1,0.003547,0.004813,0.000127,0.00836
"('Japanese', 'NPCs')",21,115,2,0.00266,0.014566,0.000253,0.017226
"('Chargen', 'Creatures')",26,46,1,0.003293,0.005826,0.000127,0.00912
"('Companion Friendly', 'NPC Vendors')",137,33,14,0.017353,0.00418,0.001773,0.021533
"('Audio - Music', 'Creatures - Rideable')",26,5,2,0.003293,0.000633,0.000253,0.003927
"('Companion Friendly', 'For female characters')",137,209,26,0.017353,0.026472,0.003293,0.043825
"('Compilation', 'Performance Optimization')",16,33,4,0.002027,0.00418,0.000507,0.006206
"('Related to vampires', 'Armor - Shields')",23,74,1,0.002913,0.009373,0.000127,0.012286
"('Armor - Shields', 'Magic - Spells')",74,80,4,0.009373,0.010133,0.000507,0.019506
"('Creatures - Rideable', 'Weapons')",5,176,2,0.000633,0.022293,0.000253,0.022926
"('Body models', 'New textures')",31,340,16,0.003927,0.043065,0.002027,0.046992
"('Russian', 'Magic - Potions')",28,14,2,0.003547,0.001773,0.000253,0.00532
"('Italian', 'Items - Clutter')",29,46,1,0.003673,0.005826,0.000127,0.0095
"('Races - New', 'Scripted Events')",22,23,1,0.002787,0.002913,0.000127,0.0057
"('Compilation', 'New Lands')",16,18,1,0.002027,0.00228,0.000127,0.004307
"('Guilds / Factions', 'Locations - Buildings')",20,55,6,0.002533,0.006966,0.00076,0.0095
"('Clothing', 'NPC Vendors')",85,33,6,0.010766,0.00418,0.00076,0.014946
"('Magic - Spells', 'NPC Trainers')",80,8,3,0.010133,0.001013,0.00038,0.011146
"('Companions', 'Items - Apparatus')",85,22,3,0.010766,0.002787,0.00038,0.013553
"('Official', 'Books')",11,38,1,0.001393,0.004813,0.000127,0.006206
"('New models', 'Italian')",100,29,4,0.012666,0.003673,0.000507,0.016339
"('Environment - Sky', 'Items - Leveled')",21,15,1,0.00266,0.0019,0.000127,0.00456
"('Leveled Lists', 'Locations - Caverns')",21,13,2,0.00266,0.001647,0.000253,0.004307
"('For female characters', 'Video')",209,11,1,0.026472,0.001393,0.000127,0.027866
"('Face models', 'Clothing')",37,85,5,0.004687,0.010766,0.000633,0.015453
"('Animation - Modified', 'Audio - Music')",17,26,1,0.002153,0.003293,0.000127,0.005446
"('For female characters', 'Magic - Potions')",209,14,2,0.026472,0.001773,0.000253,0.028246
"('Environment - Weather', 'Clothing - Female')",14,86,1,0.001773,0.010893,0.000127,0.012666
"('For female characters', 'Replacer')",209,255,50,0.026472,0.032299,0.006333,0.058771
"('Birthsigns', 'Quests')",3,25,1,0.00038,0.003167,0.000127,0.003547
"('Scripted Events', 'Armor - Shields')",23,74,3,0.002913,0.009373,0.00038,0.012286
"('Animation - Modified', 'Audio - Sound FX')",17,40,2,0.002153,0.005066,0.000253,0.00722
"('Animation - Modified', 'Leveled Lists')",17,21,2,0.002153,0.00266,0.000253,0.004813
"('Clothing - Female', 'Creatures')",86,46,1,0.010893,0.005826,0.000127,0.016719
"('Gameplay Effects/Changes', 'Video')",168,11,5,0.021279,0.001393,0.000633,0.022673
"('New textures', 'Locations - Buildings')",340,55,13,0.043065,0.006966,0.001647,0.050032
"('Environment - Other', 'Guilds / Factions')",62,20,2,0.007853,0.002533,0.000253,0.010386
"('Replacer', 'Races - New')",255,22,2,0.032299,0.002787,0.000253,0.035085
"('Classes component', 'Magic - Potions')",4,14,1,0.000507,0.001773,0.000127,0.00228
"('Czech', 'German')",8,57,7,0.001013,0.00722,0.000887,0.008233
"('New Lands', 'Locations - World Map')",18,34,6,0.00228,0.004307,0.00076,0.006586
"('Environment - Weather', 'SKSE (Skyrim Script Extender)')",14,27,1,0.001773,0.00342,0.000127,0.005193
"('Gameplay Effects/Changes', 'Magic - Potions')",168,14,8,0.021279,0.001773,0.001013,0.023053
"('Locations - Caverns', 'User Interface')",13,39,1,0.001647,0.00494,0.000127,0.006586
"('Body models', 'Polish')",31,23,1,0.003927,0.002913,0.000127,0.00684
"('Animation - Modified', 'Nudity')",17,64,1,0.002153,0.008106,0.000127,0.01026
"('Video', 'Creatures')",11,46,1,0.001393,0.005826,0.000127,0.00722
"('Companion Friendly', 'Races - Modified')",137,31,6,0.017353,0.003927,0.00076,0.021279
"('For female characters', 'Items - Apparatus')",209,22,4,0.026472,0.002787,0.000507,0.029259
"('Audio - Music', 'Magic - Spells')",26,80,3,0.003293,0.010133,0.00038,0.013426
"('Items - Furniture', 'Magic - Potions')",19,14,3,0.002407,0.001773,0.00038,0.00418
"('Chargen', 'Unrealistic')",26,57,1,0.003293,0.00722,0.000127,0.010513
"('Unrealistic', 'German')",57,57,1,0.00722,0.00722,0.000127,0.01444
"('Hair', 'Clothing - Male')",13,47,1,0.001647,0.005953,0.000127,0.0076
"('Clothing', 'Magic - Spells')",85,80,5,0.010766,0.010133,0.000633,0.020899
"('NPC Trainers', 'Weapons')",8,176,1,0.001013,0.022293,0.000127,0.023306
"('Face models', 'Anime')",37,27,2,0.004687,0.00342,0.000253,0.008106
"('Related to Movies/TV/Other Games', 'Animation - Modified')",64,17,2,0.008106,0.002153,0.000253,0.01026
"('French', 'Magic - Enchantments')",41,39,6,0.005193,0.00494,0.00076,0.010133
"('Magic - Potions', 'Weapons')",14,176,4,0.001773,0.022293,0.000507,0.024066
"('Video', 'English')",11,459,7,0.001393,0.058138,0.000887,0.059531
"('For male characters', 'Tutorials for Modders')",180,12,1,0.022799,0.00152,0.000127,0.024319
"('For male characters', 'Cheating')",180,50,4,0.022799,0.006333,0.000507,0.029132
"('Replacer', 'Hair')",255,13,4,0.032299,0.001647,0.000507,0.033946
"('Books', 'Items - Clutter')",38,46,10,0.004813,0.005826,0.001267,0.01064
"('Classes component', 'Locations - Player-Owned')",4,51,1,0.000507,0.00646,0.000127,0.006966
"('Replacer', 'Italian')",255,29,4,0.032299,0.003673,0.000507,0.035972
"('Animation - New', 'Humor, Joke or Just for Fun')",7,58,1,0.000887,0.007346,0.000127,0.008233
"('Chargen', 'Environment - Water')",26,10,2,0.003293,0.001267,0.000253,0.00456
"('Replacer', 'Video')",255,11,3,0.032299,0.001393,0.00038,0.033692
"('Saved games', 'Polish')",98,23,1,0.012413,0.002913,0.000127,0.015326
"('Italian', 'User Interface')",29,39,3,0.003673,0.00494,0.00038,0.008613
"('Birthsigns', 'Russian')",3,28,1,0.00038,0.003547,0.000127,0.003927
"('Clothing - Female', 'SKSE (Skyrim Script Extender)')",86,27,3,0.010893,0.00342,0.00038,0.014313
"('NPCs', 'SKSE (Skyrim Script Extender)')",115,27,1,0.014566,0.00342,0.000127,0.017986
"('New Lands', 'User Interface')",18,39,1,0.00228,0.00494,0.000127,0.00722
"('Unbalanced', 'Utilities for Modders')",32,26,1,0.004053,0.003293,0.000127,0.007346
"('Locations - Player-Owned', 'NPCs')",51,115,8,0.00646,0.014566,0.001013,0.021026
"('Translation', 'Utilities for Players')",110,63,1,0.013933,0.00798,0.000127,0.021913
"('Unbalanced', 'French')",32,41,1,0.004053,0.005193,0.000127,0.009246
"('Performance Optimization', 'Humor, Joke or Just for Fun')",33,58,1,0.00418,0.007346,0.000127,0.011526
"('New textures', 'Armor - Shields')",340,74,30,0.043065,0.009373,0.0038,0.052438
